,ENCODED_MCT,HPSN_MCT_ZCD_NM,TA_YM,MCT_OPE_MS_CN,RC_M1_SAA,RC_M1_TO_UE_CT,RC_M1_UE_CUS_CN,RC_M1_AV_NP_AT,DLV_SAA_RAT,M1_SME_RY_SAA_RAT,M1_SME_RY_CNT_RAT,M12_SME_RY_SAA_PCE_RT,M12_SME_RY_ME_MCT_RAT,M12_MAL_1020_RAT,M12_FME_1020_RAT,MCT_UE_CLN_REU_RAT,MCT_UE_CLN_NEW_RAT,RC_M1_SHC_RSD_UE_CLN_RAT,RC_M1_SHC_WP_UE_CLN_RAT,RC_M1_SHC_FLP_UE_CLN_RAT,AGEGEN_H,AGEGEN_Hn,AGEGEN_GS,AGEGEN_BG,TYPE_H,TYPE_Hn,TYPE_GS,TYPE_BG,LIFE_H,LIFE_Hn,LIFE_GS,LIFE_BG,Delivery_Group_Code,M12_MAL_3040_RAT,M12_MAL_5060_RAT,M12_FME_3040_RAT,M12_FME_5060_RAT,LIFE_AREA,RC_M1_UE_CUS_CN_MA3,RC_M1_UE_CUS_CN_CHG3M,RC_M1_AV_NP_AT_MA3,RC_M1_AV_NP_AT_CHG3M,RC_M1_TO_UE_CT_MA3,RC_M1_TO_UE_CT_CHG3M,RC_M1_SAA_MA3,RC_M1_SAA_CHG3M,MCT_OPE_MS_CN_MA3,MCT_OPE_MS_CN_CHG3M,DLV_SAA_RAT_MA3,DLV_SAA_RAT_CHG3M,M1_SME_RY_SAA_RAT_MA3,M1_SME_RY_SAA_RAT_CHG3M,M1_SME_RY_CNT_RAT_MA3,M1_SME_RY_CNT_RAT_CHG3M,M12_SME_RY_SAA_PCE_RT_MA3,M12_SME_RY_SAA_PCE_RT_CHG3M,M12_SME_RY_ME_MCT_RAT_MA3,M12_SME_RY_ME_MCT_RAT_CHG3M,M12_MAL_1020_RAT_MA3,M12_MAL_1020_RAT_CHG3M,M12_MAL_3040_RAT_MA3,M12_MAL_3040_RAT_CHG3M,M12_MAL_5060_RAT_MA3,M12_MAL_5060_RAT_CHG3M,M12_FME_1020_RAT_MA3,M12_FME_1020_RAT_CHG3M,M12_FME_3040_RAT_MA3,M12_FME_3040_RAT_CHG3M,M12_FME_5060_RAT_MA3,M12_FME_5060_RAT_CHG3M,MCT_UE_CLN_REU_RAT_MA3,MCT_UE_CLN_REU_RAT_CHG3M,MCT_UE_CLN_NEW_RAT_MA3,MCT_UE_CLN_NEW_RAT_CHG3M,RC_M1_SHC_RSD_UE_CLN_RAT_MA3,RC_M1_SHC_RSD_UE_CLN_RAT_CHG3M,RC_M1_SHC_WP_UE_CLN_RAT_MA3,RC_M1_SHC_WP_UE_CLN_RAT_CHG3M,RC_M1_SHC_FLP_UE_CLN_RAT_MA3,RC_M1_SHC_FLP_UE_CLN_RAT_CHG3M,y_next
0,FEC2FCF4DA,커피전문점,2023-01-01,4,4,2,2,5,32.6,92.8,106.3,20.7,10.3,15.4548,16.3452,28.73,6.56,41.0,9.6,49.4,2.2149310995390694,0.96193235432572,0.8830954093953813,0.12226426426426426,0.4802058046911892,0.6927905330340728,0.30266774724360124,0.6282232927174838,0.9389008716340661,0.8546244032754557,0.578648,0.398,2,20.8494,12.2472,22.0506,12.9528,왕십리권,2.0,-33.33333333333333,5.0,0.0,2.0,0.0,4.0,0.0,3.6666666666666665,0.0,24.366666666666664,10.508474576271192,80.33333333333333,22.589167767503294,96.69999999999999,15.418023887079265,22.700000000000003,-5.045871559633034,12.933333333333332,-28.47222222222222,14.840266666666666,-2.610734068094593,21.1011,-4.364937388193214,13.059466666666665,-6.006953238321107,15.426400000000001,5.925124263652794,21.96556666666667,4.017170621255726,13.6072,2.2312373225152142,28.546666666666667,3.9435600578871197,6.3,40.77253218884119,44.76666666666667,-11.827956989247312,8.666666666666666,9.09090909090908,46.56666666666666,10.514541387024599,0
1,FEC2FCF4DA,커피전문점,2023-02-01,4,4,2,2,5,20.7,84.8,110.5,21.1,11.2,15.4379,16.2621,28.08,5.17,44.2,6.5,49.3,2.2181184068073985,0.9633165842844854,0.8836774190560001,0.120252,0.432112853646349,0.6234070710599662,0.2626239583922212,0.6890225563909774,0.8872101157575318,0.8075734496226425,0.557362,0.428,2,20.7949,12.4672,21.905099999999997,13.1328,왕십리권,2.0,,5.0,,2.0,,4.0,,4.0,,20.7,,84.8,,110.5,,21.1,,11.2,,15.4379,,20.7949,,12.4672,,16.2621,,21.905099999999997,,13.1328,,28.08,,5.17,,44.2,,6.5,,49.3,,0
2,FEC2FCF4DA,커피전문점,2023-03-01,4,4,2,2,5,28.2,91.8,101.8,21.9,11.1,14.8535,15.6465,27.47,7.07,37.4,7.8,54.7,2.2283753306530154,0.9677711097119387,0.885675769028,0.111174,0.5068360949855485,0.7312099207791785,0.32558426087390924,0.5906195715112913,0.8967162885187769,0.8162263409650194,0.5539393247100955,0.46946946946946944,2,21.0384,12.8081,22.1616,13.491900000000001,왕십리권,2.0,0.0,5.0,0.0,2.0,0.0,4.0,33.33333333333333,3.6666666666666665,0.0,24.03333333333333,12.350597609561744,90.19999999999999,-14.285714285714285,105.36666666666667,-18.94904458598726,21.7,-0.9049773755656236,14.4,-6.7226890756302575,14.071733333333333,-2.0837728087754486,20.917166666666663,-2.6302026686166826,13.177766666666665,-2.774488370680762,15.061599999999999,2.7320359281437137,22.516166666666667,2.158731036771719,14.255566666666667,2.0073489384866585,28.256666666666664,-2.4502840909090953,6.433333333333333,-6.85111989459815,40.56666666666667,-16.143497757847538,9.433333333333334,-25.000000000000007,50.0,21.286031042128606,0
3,FEC2FCF4DA,커피전문점,2023-04-01,4,4,2,2,5,20.5,85.2,106.6,22.0,11.4,14.7,15.3,27.77,6.6,37.1,10.2,52.7,2.232005059976523,0.9693474811279404,0.8863593659088165,0.10585414585414586,0.4891501609451224,0.7056945114455665,0.31030640984497637,0.6159441373290659,0.9382823977184851,0.8540614440568485,0.574226,0.42500000000000004,2,21.217,13.132000000000001,22.083,13.668,왕십리권,2.0,0.0,5.0,0.0,2.0,0.0,4.0,0.0,3.6666666666666665,0.0,23.233333333333334,-14.225941422594138,84.10000000000001,15.290933694181321,99.16666666666667,7.459677419354829,22.666666666666668,-0.4524886877828118,11.966666666666667,-20.27972027972028,14.5451,-5.6815629912418615,20.849099999999996,-3.440586173940747,12.905933333333332,-3.388608507570291,15.554899999999998,2.584732977974457,22.317566666666664,5.022114424311587,13.827399999999999,5.078647539093121,28.63,0.9084302325581396,6.726666666666667,24.060150375939838,42.23333333333334,-17.002237136465325,8.966666666666667,9.677419354838694,48.800000000000004,14.565217391304355,0
4,FEC2FCF4DA,커피전문점,2023-05-01,4,3,2,2,5,14.2,99.8,117.7,22.2,12.0,15.0094,15.1906,27.92,7.1,41.1,10.0,48.9,2.2315758226504814,0.9691610657258137,0.8861909068327587,0.10380080080080077,0.5041792558828089,0.7273769121812161,0.323274519479935,0.5945174186179326,0.9455311918721632,0.8606595808412695,0.581958,0.389,2,21.4207,13.2202,21.679299999999998,13.3798,왕십리권,2.0,,5.0,,2.0,,3.5,,4.0,,17.45,,92.3,,114.1,,21.65,,11.6,,15.22365,,21.107799999999997,,12.8437,,15.72635,,21.792199999999998,,13.2563,,28.0,,6.135,,42.650000000000006,,8.25,,49.099999999999994,,0
5,FEC2FCF4DA,커피전문점,2023-06-01,4,3,2,2,5,25.1,107.1,125.6,22.1,11.9,15.1696,15.2304,28.16,7.59,44.6,10.4,45.1,2.2319806048349298,0.9693368603948924,0.8861837900620857,0.1028001998001998,0.516998183548264,0.7458707155536826,0.3344662721893492,0.5753846153846154,0.954678179687489,0.8689855279562568,0.5876920282514688,0.34665334665334663,2,21.6067,13.1736,21.6933,13.226400000000002,왕십리권,2.0,0.0,5.0,0.0,2.0,0.0,3.3333333333333335,-25.0,3.6666666666666665,0.0,19.8,8.189655172413802,100.83333333333333,9.063136456211804,114.46666666666665,11.150442477876101,22.700000000000003,3.271028037383191,12.866666666666667,-15.602836879432619,15.0371,-3.616540015757228,21.5695,-1.8951966255147639,12.8767,-0.8460033117567434,15.362900000000002,1.1234164608397739,22.0305,2.929412267091797,13.156633333333334,4.0302029259084575,28.26,2.288412640755536,7.813333333333333,21.439999999999998,46.1,1.1337868480725624,10.1,44.44444444444445,43.79999999999999,-7.3921971252566765,0
6,FEC2FCF4DA,커피전문점,2023-07-01,4,3,2,2,5,22.5,99.7,117.5,22.2,12.5,15.2712,15.0288,28.59,7.58,46.3,10.8,42.9,2.2300461798786158,0.9684967503107093,0.885831693696,0.104104,0.5133810035400418,0.7406522278938177,0.33129611198431763,0.5808681227536632,0.9599524621906756,0.8737863867829689,0.5899260000000001,0.355,2,22.226399999999998,12.9024,21.8736,12.697600000000001,왕십리권,2.0,0.0,5.0,0.0,2.0,0.0,3.6666666666666665,-25.0,3.6666666666666665,33.33333333333333,19.166666666666668,10.837438423645317,97.86666666666667,17.988165680473376,110.26666666666667,23.684210526315788,22.466666666666665,-9.387755102040819,13.6,-11.971830985915489,15.226833333333333,9.400386847195364,21.708633333333335,11.27108886107633,12.914166666666667,-1.6060398078242923,15.3065,-4.524490184867539,21.824699999999996,-2.8918978912319595,12.985833333333332,-14.129979035639398,28.05,-4.060402684563761,7.366666666666666,2.0188425302826425,45.93333333333334,-10.789980732177266,9.033333333333333,33.33333333333335,45.0,7.2499999999999964,0
7,FEC2FCF4DA,커피전문점,2023-08-01,4,3,2,2,5,21.1,108.3,121.1,21.8,13.0,15.4736,14.9264,27.95,8.31,38.0,9.8,52.2,2.231821900066458,0.9692679357896933,0.886150124588,0.10612699999999999,0.5382813917983347,0.7765758945502667,0.35331105952018427,0.5416436845008272,0.9346609091639196,0.8507650231157029,0.573512,0.42400000000000004,2,22.243299999999998,13.1831,21.456699999999998,12.716899999999999,왕십리권,2.0,0.0,5.0,0.0,2.0,0.0,3.6666666666666665,-25.0,3.3333333333333335,33.33333333333333,14.433333333333335,6.03015075376886,87.83333333333333,50.416666666666664,104.43333333333334,34.10852713178294,22.166666666666668,-14.173228346456684,13.9,-7.142857142857142,15.847266666666664,23.21707278229017,21.92073333333333,10.14806378132116,13.132,-0.8342109222205571,15.286066666666665,1.2508479175145728,21.145933333333332,-9.488315194465557,12.668,-18.51275150583111,28.266666666666666,-1.722925457102679,7.183333333333333,15.25658807212206,43.26666666666667,-17.926565874730017,10.133333333333333,11.363636363636363,46.56666666666666,16.258351893095778,0
8,FEC2FCF4DA,커피전문점,2023-09-01,4,4,2,2,5,13.7,93.9,110.1,22.0,13.5,15.6464,15.1536,27.51,6.26,47.9,8.5,43.6,2.2268894002989885,0.9671257783586923,0.8851956176,0.109232,0.479441748661503,0.6916882331890832,0.3020179796282556,0.6292567367485935,0.9240333179204528,0.8410913726813435,0.573238,0.39399999999999996,2,22.199599999999997,12.954,21.5004,12.546,왕십리권,2.0,0.0,5.0,0.0,2.0,0.0,3.6666666666666665,0.0,3.6666666666666665,33.33333333333333,14.533333333333337,2.2388059701492455,96.13333333333333,36.08695652173914,113.16666666666667,31.227651966626922,21.96666666666667,-2.6548672566371745,13.600000000000001,-6.250000000000003,15.789933333333332,-1.0873413240277183,22.0705,2.0657186337659588,13.072899999999999,-1.3502090425167266,15.210066666666668,-1.4822905289436714,21.262833333333333,1.658179548646079,12.593766666666667,-1.7441086406603623,28.0,-2.8258565877781603,7.126666666666666,-2.6438569206842915,43.43333333333333,1.0548523206751055,9.799999999999999,-10.526315789473683,46.73333333333334,1.160092807424594,0
9,FEC2FCF4DA,커피전문점,2023-10-01,4,4,2,2,5,23.9,73.9,99.2,22.1,14.3,15.5855,14.9145,27.52,5.32,44.7,9.3,46.0,2.2321323804022066,0.9694027756862484,0.886081231170428,0.10587112887112887,0.44296750098515214,0.639067016946256,0.2715087064436734,0.6760048721071863,0.9380156491643743,0.8538186390592508,0.579942,0.367,2,21.973,13.592600000000001,21.027,13.0074,왕십리권,2.3333333333333335,0.0,5.0,0.0,2.0,0.0,4.0,0.0,3.6666666666666665,0.0,19.73333333333333,74.45255474452554,73.39999999999999,-21.299254526091584,91.39999999999999,-9.900090826521337,22.433333333333334,0.454545454545461,14.4,5.925925925925931,15.523666666666665,-0.38922691481746713,21.704933333333333,-1.0207391124164296,13.188433333333336,4.929751428130309,15.276333333333334,-1.5778428888185019,21.361733333333333,-2.20181950103253,12.978233333333334,3.6776661884265995,27.736666666666665,0.03635041802980011,5.28,-15.015974440894562,45.23333333333333,-6.6805845511482165,8.700000000000001,9.41176470588236,46.03333333333334,5.5045871559633,0
