ENCODED_MCT,MCT_NM,HPSN_MCT_ZCD_NM,TA_YM,MCT_OPE_MS_CN,RC_M1_SAA,RC_M1_TO_UE_CT,RC_M1_UE_CUS_CN,RC_M1_AV_NP_AT,DLV_SAA_RAT,M1_SME_RY_SAA_RAT,M1_SME_RY_CNT_RAT,M12_SME_RY_SAA_PCE_RT,M12_SME_RY_ME_MCT_RAT,M12_MAL_1020_RAT,M12_FME_1020_RAT,MCT_UE_CLN_REU_RAT,MCT_UE_CLN_NEW_RAT,RC_M1_SHC_RSD_UE_CLN_RAT,RC_M1_SHC_WP_UE_CLN_RAT,RC_M1_SHC_FLP_UE_CLN_RAT,AGEGEN_H,AGEGEN_Hn,AGEGEN_GS,AGEGEN_BG,TYPE_H,TYPE_Hn,TYPE_GS,TYPE_BG,LIFE_H,LIFE_Hn,LIFE_GS,LIFE_BG,Delivery_Group_Code,M12_MAL_3040_RAT,M12_MAL_5060_RAT,M12_FME_3040_RAT,M12_FME_5060_RAT,LIFE_AREA,RC_M1_UE_CUS_CN_MA3,RC_M1_UE_CUS_CN_CHG3M,RC_M1_AV_NP_AT_MA3,RC_M1_AV_NP_AT_CHG3M,RC_M1_TO_UE_CT_MA3,RC_M1_TO_UE_CT_CHG3M,RC_M1_SAA_MA3,RC_M1_SAA_CHG3M,MCT_OPE_MS_CN_MA3,MCT_OPE_MS_CN_CHG3M,DLV_SAA_RAT_MA3,DLV_SAA_RAT_CHG3M,M1_SME_RY_SAA_RAT_MA3,M1_SME_RY_SAA_RAT_CHG3M,M1_SME_RY_CNT_RAT_MA3,M1_SME_RY_CNT_RAT_CHG3M,M12_SME_RY_SAA_PCE_RT_MA3,M12_SME_RY_SAA_PCE_RT_CHG3M,M12_SME_RY_ME_MCT_RAT_MA3,M12_SME_RY_ME_MCT_RAT_CHG3M,M12_MAL_1020_RAT_MA3,M12_MAL_1020_RAT_CHG3M,M12_MAL_3040_RAT_MA3,M12_MAL_3040_RAT_CHG3M,M12_MAL_5060_RAT_MA3,M12_MAL_5060_RAT_CHG3M,M12_FME_1020_RAT_MA3,M12_FME_1020_RAT_CHG3M,M12_FME_3040_RAT_MA3,M12_FME_3040_RAT_CHG3M,M12_FME_5060_RAT_MA3,M12_FME_5060_RAT_CHG3M,MCT_UE_CLN_REU_RAT_MA3,MCT_UE_CLN_REU_RAT_CHG3M,MCT_UE_CLN_NEW_RAT_MA3,MCT_UE_CLN_NEW_RAT_CHG3M,RC_M1_SHC_RSD_UE_CLN_RAT_MA3,RC_M1_SHC_RSD_UE_CLN_RAT_CHG3M,RC_M1_SHC_WP_UE_CLN_RAT_MA3,RC_M1_SHC_WP_UE_CLN_RAT_CHG3M,RC_M1_SHC_FLP_UE_CLN_RAT_MA3,RC_M1_SHC_FLP_UE_CLN_RAT_CHG3M,y_next
0074C4990A,대용**,축산물,2023-01-01,3,1,3,3,1,0.0,997.3,100.8,4.3,10.0,2.193,2.907,24.18,16.03,6.6,5.3,88.2,2.027563358832802,0.8805595784503087,0.8413592511384719,0.23946053946053952,0.672463389112238,0.9701595966516112,0.47945921316718176,0.202685899030092,0.4463810752293099,0.4063135646975832,0.216478825869435,0.8281718281718283,0,9.46,31.39,12.54,41.61,마장용답권,3.6666666666666665,-25.0,1.3333333333333333,0.0,3.6666666666666665,-25.0,2.0,-50.0,2.3333333333333335,50.0,0.0,,410.8999999999999,712.1335504885993,60.29999999999999,102.81690140845068,10.533333333333331,-77.12765957446808,11.466666666666667,-17.355371900826444,2.0166,17.827208252740174,10.4626,18.85019347705916,32.635133333333336,5.549503019542958,2.4833999999999996,2.402423559250389,12.7374,3.2914895720075084,39.6982,-8.268004691316653,21.72666666666667,14.380321665089873,10.196666666666667,12.176347095871254,12.233333333333334,-38.31775700934579,2.9666666666666663,inf,84.83333333333333,-1.2318029115341482,1
0074C4990A,대용**,축산물,2023-02-01,3,2,4,4,1,0.0,292.2,49.4,3.9,10.5,2.0102,2.5898,24.93,5.82,5.9,0.0,94.1,2.0033979829851005,0.8700646890665339,0.8363886517448379,0.24531631631631634,0.4851602404669836,0.6999382729582142,0.30689161213563365,0.6214634146341462,0.22420707544185742,0.20408207495446126,0.11103800000000019,0.941,0,9.0896,32.5565,11.7104,41.9435,마장용답권,4.333333333333333,0.0,1.6666666666666667,-50.0,4.333333333333333,0.0,3.3333333333333335,0.0,2.3333333333333335,50.0,0.0,,135.66666666666666,120.52830188679245,26.366666666666664,-19.935170178282018,6.0,-75.92592592592592,11.633333333333333,-12.5,1.9406,0.7972722258436667,10.445733333333333,5.345139307403477,35.649766666666665,8.24276115209809,2.126066666666666,-10.87173486595313,11.254266666666666,-6.850361131439119,38.58356666666666,-4.288188541554941,24.91,8.391304347826086,3.426666666666667,-52.33415233415234,9.766666666666667,-76.95312500000001,4.766666666666667,,85.46666666666665,26.478494623655894,1
0074C4990A,대용**,축산물,2023-03-01,2,3,4,4,2,0.0,134.2,38.1,3.7,10.9,2.125,2.875,25.54,5.16,6.3,9.4,84.4,2.010412735698551,0.8731111574619013,0.8377016425,0.244975,0.45282578897026826,0.6532895201340383,0.27965580536663515,0.6638436482084691,0.5400355957637373,0.49156158303894754,0.27630710947394266,0.7802197802197802,0,8.7975,31.5775,11.9025,42.7225,마장용답권,4.333333333333333,0.0,1.6666666666666667,100.0,4.333333333333333,0.0,3.3333333333333335,50.0,2.0,0.0,0.0,,114.3,-22.651296829971187,29.03333333333333,-34.310344827586206,5.633333333333333,-78.61271676300578,11.633333333333333,-10.655737704918025,2.0070333333333332,21.720701111238398,10.091733333333332,2.695351714799317,35.36793333333333,4.398783350414919,2.2596333333333334,12.559705582961406,11.141599999999999,-5.033749820479682,39.13206666666667,-3.4585225860393725,25.86666666666667,26.373082632360205,4.213333333333334,-64.43831840110269,8.566666666666666,-70.28301886792453,5.0,213.33333333333334,86.46666666666665,11.345646437994734,0
0074C4990A,대용**,축산물,2023-04-01,2,3,4,4,2,0.0,139.4,36.3,3.6,11.3,1.8354,2.3646,26.45,4.68,16.1,6.5,77.4,2.0054320594131974,0.8709480772350258,0.838118127648,0.24118900000000001,0.4232937145653293,0.610683742842869,0.25547198576294616,0.6993254095727595,0.6699973735179733,0.6098578911130123,0.37077799999999994,0.7090000000000001,0,9.2644,32.6002,11.9356,41.9998,마장용답권,3.6666666666666665,0.0,1.6666666666666667,0.0,3.6666666666666665,0.0,2.3333333333333335,-25.0,2.3333333333333335,0.0,0.0,,411.3666666666666,179.91967871485946,59.666666666666664,21.812080536912738,7.166666666666667,-74.64788732394366,11.166666666666666,-6.6115702479338765,1.9372999999999998,1.2466902030008802,9.634466666666668,-7.080959640535982,31.84256666666667,10.821707323706176,2.529366666666666,-8.603896103896117,12.565533333333335,-16.121324562882997,41.5241,0.03953962537396851,24.52,17.242907801418443,8.530000000000001,-34.81894150417828,11.266666666666667,1.8987341772151944,3.9333333333333322,inf,84.83333333333334,-8.076009501187645,0
0074C4990A,대용**,축산물,2023-05-01,2,3,4,4,2,0.0,106.3,32.1,3.5,11.6,1.8732,2.3268,26.26,4.47,14.3,2.9,82.9,1.999907993454034,0.8685490058712916,0.837170655872,0.238878,0.4147533050976749,0.5983625364567228,0.24860343211594138,0.7090790758216726,0.5367259383522496,0.4885490030363152,0.2928839392375857,0.7992007992007991,0,9.2768,33.45,11.5232,41.55,마장용답권,4.0,0.0,1.6666666666666667,0.0,4.0,0.0,2.3333333333333335,0.0,2.0,0.0,0.0,,201.70000000000002,-26.282940360610258,36.6,3.215434083601286,10.1,-5.40540540540541,12.1,-0.8547008547008517,2.0447666666666664,-7.267326732673269,10.7209,-12.52428099952853,35.05083333333334,-11.683168316831676,2.2218999999999993,17.515151515151516,11.645766666666665,10.853294853294852,38.2825,11.919191919191912,22.213333333333335,-3.455882352941168,5.3,5.176470588235288,18.5,-11.180124223602487,3.8666666666666667,-9.375000000000009,77.66666666666667,2.8535980148883517,0
0074C4990A,대용**,축산물,2023-06-01,2,3,4,4,2,0.0,144.2,31.1,3.7,11.7,2.02,1.98,27.2,4.25,16.1,3.2,80.6,2.0033245147523884,0.8700327822184718,0.8385858602,0.21603500000000003,0.3960330896236365,0.5713549744279548,0.23374726077428765,0.7297297297297298,0.5775964722297025,0.5257509661847539,0.322063805547289,0.7747747747747747,0,10.605,37.875,10.395,37.125,마장용답권,3.6666666666666665,0.0,1.6666666666666667,0.0,4.0,-20.0,2.3333333333333335,-25.0,2.0,0.0,0.0,,251.86666666666665,303.92156862745094,37.53333333333333,69.0217391304348,6.8999999999999995,-73.18840579710145,12.0,-3.305785123966945,2.073933333333333,-2.641218430692123,10.866066666666667,-16.593261396168245,36.595166666666664,-1.2571303431950165,2.1260666666666665,8.481262327416177,11.1006,-7.06469262954619,37.238166666666665,10.023471673957102,25.570000000000004,42.78215223097112,5.476666666666667,22.832369942196536,15.233333333333334,-3.5928143712574725,2.566666666666667,inf,82.16666666666666,-3.2412965186074465,0
0074C4990A,대용**,축산물,2023-07-01,2,3,4,4,2,0.0,162.2,38.9,3.7,11.8,1.95,1.95,27.53,5.62,19.4,5.6,75.0,1.9897064973266234,0.8641185523959998,0.8348789073064797,0.22127872127872125,0.45514404340492454,0.6566340543104358,0.2815823681833798,0.6609351432880844,0.6953161965449159,0.6329040770041583,0.39672799999999997,0.694,0,10.35,37.75,10.35,37.75,마장용답권,4.333333333333333,0.0,1.3333333333333333,0.0,4.333333333333333,0.0,3.0,0.0,2.0,0.0,0.0,,127.39999999999999,6.992084432717674,35.666666666666664,7.162534435261712,10.166666666666666,0.0,12.066666666666668,-1.6666666666666607,1.8806333333333332,0.603621730382296,10.014766666666667,-2.6871509430414267,34.92443333333333,1.6810366886728632,2.1527,-0.5964214711729645,11.3519,-3.847940395013092,39.64223333333334,0.46814161882785915,24.09,-0.8285302593659958,7.329999999999999,10.196078431372559,13.533333333333331,6.5934065934065895,2.8666666666666667,86.66666666666666,83.60000000000001,-4.822335025380707,0
0074C4990A,대용**,축산물,2023-08-01,2,3,4,4,2,0.0,151.6,36.3,3.7,12.0,1.9383,1.9617,27.76,5.1,18.2,3.0,78.8,1.9948484806273372,0.8663516873695384,0.83609909978,0.222057,0.43163056550163365,0.6227112763453058,0.26223129238596465,0.689592209373098,0.6030256456762869,0.5488975973565327,0.3450319999999999,0.758,0,10.6358,37.1259,10.764199999999999,37.5741,마장용답권,4.0,,2.0,,4.0,,3.0,,2.0,,0.0,,151.6,,36.3,,3.7,,12.0,,1.9383,,10.6358,,37.1259,,1.9617,,10.764199999999999,,37.5741,,27.76,,5.1,,18.2,,3.0,,78.8,,1
0074C4990A,대용**,축산물,2023-09-01,2,1,4,3,1,0.0,525.3,45.1,3.5,12.0,2.072,1.928,26.51,7.49,11.4,4.5,84.1,2.000978568575042,0.8690139507388083,0.836827387797018,0.2296483516483517,0.5272799642728987,0.7607041896166208,0.3435292387543254,0.5594117647058823,0.5327372577882509,0.48491834952447954,0.2776980000000001,0.7959999999999999,0,11.3442,38.4356,10.5558,35.7644,마장용답권,3.6666666666666665,-25.0,1.6666666666666667,0.0,4.333333333333333,0.0,2.6666666666666665,-50.0,2.0,0.0,0.0,,215.69999999999996,289.97772828507794,33.300000000000004,-23.29931972789115,10.266666666666667,-76.02739726027397,12.133333333333333,8.10810810810811,2.0922,-14.535555188912713,11.569333333333335,23.92344497607657,36.7559,27.004414602553613,2.0744666666666665,-42.884227989098235,11.363999999999999,-17.182130584192436,36.11076666666667,-15.123122781037,22.853333333333335,6.040000000000006,5.213333333333334,-25.768087215064416,15.433333333333335,-58.545454545454554,1.5,-10.0,83.06666666666666,24.592592592592585,1
0074C4990A,대용**,축산물,2023-10-01,2,3,4,4,1,0.0,104.9,16.1,3.8,12.2,1.924,1.776,26.19,2.38,14.3,14.3,71.4,1.9975496475364642,0.8675247892528719,0.835856216510762,0.2347252747252747,0.28676603537760237,0.413715937134656,0.15272916253443047,0.8333916695834792,0.7967712796173403,0.7252524733573634,0.44930599999999987,0.5710000000000001,0,11.648,38.48,10.751999999999999,35.519999999999996,마장용답권,4.0,0.0,1.6666666666666667,0.0,4.0,0.0,2.6666666666666665,200.0,2.0,0.0,0.0,,114.56666666666668,-74.35207823960882,36.63333333333333,-54.39093484419263,7.833333333333333,-70.76923076923076,11.933333333333332,-1.6129032258064602,1.9305,1.9283746556473822,9.851066666666666,1.9750665359294022,34.002433333333336,9.660872043317164,2.3361666666666667,-11.747167561121048,11.6156,-11.70674024438314,40.29756666666666,-5.05212510024058,25.150000000000002,32.00604838709678,6.353333333333333,-60.79077429983526,18.066666666666666,-17.816091954022976,5.733333333333333,64.36781609195404,76.23333333333333,-3.3829499323410013,1
